code,name,code_postal,latitude,longitude,score
2B195,ortiporio,20290,42.4562488801,9.34489704974,0
2B207,penta di casinca,20213,42.4548433729,9.49604243043,0
2B214,piano,20215,42.4410042851,9.39683527316,0
2B218,piedicorte di gaggio,20251,42.2145192461,9.32336450937,0
2B219,piedicroce,20229,42.3839264526,9.36811133319,0
2B229,pietroso,20242,42.1256196536,9.30101859911,0
2B231,pigna,20220,42.599340833,8.90040924261,0
2B233,pino,20228,42.9054355936,9.35409723128,0
2B236,poggio di nazza,20240,42.052431318,9.29203820739,0
2B239,poggio d oletta,20232,42.65726441,9.35851486603,0
2B245,porri,20215,42.4493786063,9.44236110212,0
2B290,speloncato,20226,42.5743163085,8.96966763769,0
2B293,sant andrea di cotone,20221,42.3152789524,9.47199287722,0
2B302,san giovanni di moriani,20230,42.3730963312,9.46541508806,0
2B305,san martino di lota,20200,42.7323992652,9.43163085599,0
2B317,santa reparata di moriani,20230,42.3511091684,9.45558469245,0
2B320,tallone,20270,42.1844920407,9.46562453139,0
2B334,valle d alesani,20234,42.3279231457,9.43443873515,0
2B339,vallica,20259,42.517352745,9.05742075675,0
2B344,verdese,20229,42.3941662475,9.37311777417,0
2B346,vescovato,20215,42.5156004933,9.47327679289,0
2B350,vignale,20290,42.5371661003,9.39510195579,0
2B355,volpajola,20290,42.5200129525,9.36071505878,0
30001,aigaliers,30700,44.0695522099,4.31087905786,0
30004,aigues vives,30670,43.7345579232,4.19079446148,0
30006,aimargues,30470,43.6717803693,4.20375100125,0
30009,alzon,30770,43.9742117823,3.44750179641,0
30012,aramon,30390,43.904199015,4.68302001901,0
30018,asperes,30250,43.806765526,4.03867369104,0
30029,barjac,30430,44.3122415211,4.34841481782,0
30032,beaucaire,30300,43.7797429509,4.59380296865,-1
30033,beauvoisin,30640,43.6962644399,4.32219796472,-1
30043,boissieres,30114,43.7701911242,4.22986261144,0
30045,bordezac,30160,44.3169443278,4.08675409339,0
30047,bouillargues,30230,43.801618461,4.4344842541,0
30049,bourdic,30190,43.978017691,4.33488113527,0
30052,breau mars,30120,44.0295400705,3.55673412919,0
30053,brignon,30190,43.9965615202,4.21356610961,0
30056,la bruguiere,30580,44.1032125221,4.40195083358,0
30058,la cadiere et cambo,30170,43.9631178166,3.80678957516,0
30059,le cailar,30740,43.6585975961,4.24246060862,0
30061,la calmette,30190,43.9263163144,4.26355372914,0
30070,carsan,30130,44.2303398227,4.58526557136,0
30073,castillon du gard,30210,43.9781824573,4.55612573863,0
30077,cendras,30480,44.150716856,4.03567283331,0
30081,chusclan,30200,44.1543328002,4.6882962223,0
30088,combas,30250,43.8583420282,4.12087764486,1
30090,concoules,30450,44.374273791,3.94567245426,0
30091,congenies,30111,43.7752563981,4.15881236462,0
30092,connaux,30330,44.0769164231,4.59924544378,0
30093,conqueyrac,30170,43.938263941,3.90634952219,0
30095,corconne,30260,43.8722496037,3.9404508858,0
30097,courry,30500,44.3027020253,4.16098011589,0
30109,euzet,30360,44.0738028889,4.23568352437,0
30111,foissac,30700,44.0356153911,4.2996904256,0
30127,gaujac,30330,44.0759473205,4.57117388121,0
30129,generargues,30140,44.0802693972,3.99219597696,0
30139,lanuejols,30750,44.1272274287,3.37586274913,0
30142,laval pradel,30110,44.2151183634,4.0646367548,0
30145,ledenon,30210,43.9087685833,4.5151493479,0
30151,lussan,30580,44.1667929571,4.37557833137,0
30159,le martinet,30960,44.2550484499,4.08132775879,1
30160,maruejols les gardon,30350,44.0058651478,4.13598207367,0
30163,mauressargues,30350,43.9551103852,4.1622404326,0
30165,mejannes les ales,30340,44.10161097,4.15129605543,0
30170,molieres cavaillac,30120,43.9707308268,3.571824012,0
30185,mus,30121,43.7371547201,4.20278682851,0
30191,orsan,30200,44.1348287261,4.66522827508,0
30193,parignargues,30730,43.8696516481,4.21350667303,0
30199,pommiers,30120,43.9481975416,3.61575937112,0
30212,remoulins,30210,43.9405719288,4.56488938699,0
30216,robiac rochessadoule,30160,44.272616356,4.10232819302,0
30218,rochegude,30430,44.2390551255,4.28316039005,0
30220,roquedur,30440,43.9784209094,3.66272021466,1
30221,roquemaure,30150,44.0414756862,4.7565701251,0
30223,rousson,30340,44.1972122109,4.15147892026,0
30237,st bres,30500,44.2826357657,4.19801867404,0
30238,st bresson,30440,43.954635238,3.64404651872,0
30242,st christol de rodieres,30760,44.265811476,4.5140617936,0
30245,st come et maruejols,30870,43.8311717606,4.18822528852,0
30247,st denis,30500,44.2378320115,4.24892271537,0
30249,st dionisy,30980,43.8046137629,4.22332689655,0
30258,st gilles,30800,43.6582880911,4.4077842781,0
30265,st jean de crieulon,30610,43.9658514695,3.99917970846,0
30268,st jean de valeriscle,30960,44.2344720067,4.14029617463,0
30270,st jean du pin,30140,44.1164232741,4.0327398577,0
30276,st laurent d aigouze,30220,43.5704667383,4.24257576884,0
30279,st laurent la vernede,30330,44.1117248991,4.4613624707,0
30281,st mamert du gard,30730,43.883428013,4.17283448952,0
30284,st martin de valgalgues,30520,44.1658828602,4.0750003608,0
30289,st nazaire des gardies,30610,43.9803874312,4.0156093485,0
30293,st privat de champclos,30430,44.2763763526,4.35555026236,0
30296,st roman de codieres,30440,44.0123424811,3.77355392484,0
30306,salinelles,30250,43.8113201948,4.06673339715,0
30310,saumane,30125,44.1191109205,3.76891045379,0
30325,sumene,30440,43.9885776737,3.73217518553,0
30328,theziers,30390,43.9037474433,4.6260789572,0
30331,tresques,30330,44.116981743,4.59282307489,0
30341,vauvert,30600,43.6258468531,4.30597093294,1
30345,la vernarede,30530,44.2842521059,4.00752178813,0
30347,vestric et candiac,30600,43.7360708726,4.26452194567,0
30350,le vigan,30120,43.9886565575,3.62522883405,0
30355,st paul les fonts,30330,44.0756512513,4.61675819093,0
31001,agassac,31230,43.3720949705,0.885301441873,0
31003,aigrefeuille,31280,43.5693635882,1.58421445375,0
31005,alan,31420,43.2200878042,0.927625726585,0
31007,ambax,31230,43.3680277125,0.937034657846,0
31017,arlos,31440,42.874241036,0.695211627437,0
31022,aucamville,31140,43.6713968117,1.42370910767,0
31025,aureville,31320,43.4804161473,1.45712269625,0
31027,auribail,31190,43.3464885877,1.37524698634,0
31028,aurignac,31420,43.2137172821,0.871496161348,0
31031,ausson,31210,43.0915876705,0.589975626665,0
31037,avignonet lauragais,31290,43.3769712959,1.77272704833,0
31045,barbazan,31510,43.0349167562,0.621843270665,0
31058,belbeze de lauragais,31450,43.437002886,1.55679830955,0
31066,bessieres,31660,43.796995756,1.58618244226,0
31068,billiere,31110,42.8163998268,0.528501869101,0
31069,blagnac,31700,43.6421867862,1.37886941086,0
31073,bondigoux,31340,43.8426819067,1.5434822211,-1
31074,bonrepos riquet,31590,43.6764879436,1.62258710313,-1
31076,bordes de riviere,31210,43.1236831368,0.634949755967,0
31077,le born,31340,43.8958696677,1.53902789526,0
31086,bouzin,31420,43.1908302921,0.883064615225,0
31087,bragayrac,31470,43.4884997538,1.07003816483,0
31091,bruguieres,31150,43.7271508931,1.40915818124,0
31095,cabanac cazaux,31160,43.0344383786,0.73986085522,0
31105,caragoudes,31460,43.5007296473,1.71348658169,0
31107,carbonne,31390,43.3014494679,1.21849966052,0
31108,cardeilhac,31350,43.1959659797,0.676356959979,0
31134,cazeneuve montaut,31420,43.181753746,0.862058674032,0
31140,chein dessus,31160,43.0047959072,0.875406568776,0
31144,cierp gaud,31440,42.9126857929,0.634654016295,0
31162,donneville,31450,43.4727663351,1.55123674393,0
31163,dremil lafage,31280,43.5917450046,1.60317858456,0
31164,drudas,31480,43.7622728422,1.09790048233,0
31169,escalquens,31750,43.5209125935,1.55243226997,0
31176,estenos,31440,42.9408620061,0.635528965839,0
31195,francazal,31260,43.008007201,0.99694808241,0
31198,le frechet,31360,43.1898575519,0.931806959516,0
31200,frontignan de comminges,31510,42.9631400152,0.665864279596,0
31201,frontignan saves,31230,43.3992758372,0.912650779846,0
31202,fronton,31620,43.8517933672,1.37926505581,0
31205,gagnac sur garonne,31150,43.7075932093,1.36359468155,0
31221,gouaux de larboust,31110,42.7805722795,0.477306280003,0
31226,gouzens,31310,43.1791349745,1.18187382693,0
31230,gratentour,31150,43.7204638549,1.43434867607,0
31239,l isle en dodon,31230,43.3811500613,0.83387534106,0
31255,labroquere,31510,43.0422164523,0.591584694208,0
31258,lacaugne,31390,43.2812784348,1.28249585607,0
31263,lagardelle sur leze,31870,43.4146075746,1.39259285705,0
31266,lahage,31370,43.4402741195,1.06577822679,0
31271,lanta,31570,43.561512681,1.66802980553,0
31275,lareole,31480,43.7417793374,1.02424859431,0
31277,lasserre pradere,31530,43.6358181095,1.19125199564,0
31285,lavalette,31590,43.6393734438,1.59168661555,0
31290,lege,31440,42.8790994163,0.599847832302,0
31295,lespugue,31350,43.229615539,0.666919835845,0
31299,lherm,31600,43.4293377218,1.22334236594,0
31303,longages,31410,43.3574229585,1.21425495972,-1
31308,luscan,31510,43.0133226155,0.626944464988,0
31309,lussan adeilhac,31430,43.2961912719,0.951967921196,0
31314,mancioux,31360,43.1668578934,0.941756954338,0
31316,marignac,31440,42.8948589478,0.666041142898,0
31318,marignac laspeyres,31220,43.2127779264,0.961748306481,0
31323,martres de riviere,31210,43.0829629746,0.64483561143,0
31324,martres tolosane,31220,43.2020024621,1.00117227256,0
31327,mauran,31220,43.1846795745,1.02272813927,0
31332,mauvaisin,31190,43.3594273416,1.53862839097,-1
31349,mondavezan,31220,43.2413424227,1.04245489237,0
31351,mondonville,31700,43.6630816074,1.28127988411,0
31365,montbrun bocage,31310,43.1195780479,1.24932023681,0
31367,montclar de comminges,31220,43.1709624845,1.02937210204,0
31372,montespan,31260,43.085626713,0.859781561724,0
31379,montgazin,31410,43.3054212469,1.30333898897,0
31383,montjoire,31380,43.7787304929,1.52666645507,0
31388,montpitol,31380,43.7047230773,1.64247367519,0
31393,mourvilles hautes,31540,43.4244396823,1.81979265347,0
31400,nogaret,31540,43.4925754832,1.93375847468,0
31401,noueilles,31450,43.4150222311,1.52583069326,0
31405,ore,31510,42.9736103236,0.646200614078,0
31407,paulhac,31380,43.7542223312,1.55478228901,0
31414,peyrissas,31420,43.2881718442,0.911650250915,0
31415,peyrouzet,31420,43.2079044252,0.832151962989,0
31422,plagne,31220,43.1609212435,1.0589815244,0
31426,pointis de riviere,31210,43.0908571473,0.625846864385,0
31428,polastron,31430,43.3196170581,0.951660805068,0
31434,poubeau,31110,42.8277751816,0.492783211671,1
31435,poucharramet,31370,43.423058709,1.16684453964,0
31444,puyssegur,31480,43.7519671546,1.06615759128,0
31445,quint fonsegrives,31130,43.5815682751,1.54212357917,0
31447,razecueille,31160,42.9630940421,0.81413604771,0
31455,rieux volvestre,31310,43.2555733864,1.20637769393,0
31459,roqueseriere,31380,43.7337247412,1.63773402286,0
31461,rouede,31160,43.0564508263,0.882775908719,0
31464,sabonneres,31370,43.4686663563,1.05725626778,0
31465,saccourvielle,31110,42.8184881907,0.568108332356,0
31472,st bertrand de comminges,31510,43.0239495224,0.552413106275,0
31473,st cezert,31330,43.7809324067,1.19152811145,0
31474,st christaud,31310,43.1924235552,1.12803637637,0
31485,st germier,31290,43.4690645012,1.7252032772,0
31486,st hilaire,31410,43.4206504787,1.26875220211,0
31492,st julien sur garonne,31220,43.2495379286,1.14676806452,0
31500,st mamet,31110,42.7721497785,0.630003335404,0
31502,st marcet,31800,43.1967853101,0.745570888474,0
31505,st michel,31220,43.1590661919,1.08578310989,0
31512,st pierre de lages,31570,43.5681959478,1.62684494584,0
31516,st sauveur,31790,43.7513409309,1.3957911718,0
31530,sana,31220,43.2274229505,1.01117765255,0
31532,sarremezan,31350,43.2114854426,0.662154429607,0
31534,saussens,31460,43.590855656,1.72440998002,0
31538,saveres,31370,43.3725748924,1.10003164798,0
31539,sedeilhac,31580,43.1477203277,0.542746469406,0
31542,seilhan,31510,43.0527421754,0.576818914765,0
31547,seysses,31600,43.4988915794,1.28690575634,0
31550,soueich,31160,43.0509238346,0.782447684283,0
31552,terrebasse,31420,43.2393487064,0.972479677167,0
31553,thil,31530,43.710151594,1.15302056631,0
31555,toulouse,31500,43.5963814303,1.43167293364,0
31556,les tourreilles,31210,43.1120356478,0.549865240853,0
31559,trebons de luchon,31110,42.8038266545,0.568978868015,0
31561,l union,31240,43.6542470428,1.48394847329,0
31562,urau,31260,43.0005006675,0.955560343394,0
31566,vallegue,31290,43.4256721332,1.75444745111,0
31573,verfeil,31590,43.6637744377,1.67738560148,0
31574,vernet,31810,43.4279795368,1.42137431875,1
31575,vieille toulouse,31320,43.5275480052,1.43833639289,0
31579,villaries,31380,43.7508797408,1.49097697457,0
31586,villeneuve lecussan,31580,43.1343250681,0.485143916946,0
31589,villenouvelle,31290,43.4379199394,1.66303514968,0
32003,antras,32360,43.7297815118,0.444047087158,0
32009,armous et cau,32230,43.5727169655,0.187336904275,0
32014,augnax,32120,43.7236889467,0.773788884179,0
32020,aux aussat,32170,43.4412432224,0.26287182015,0
32025,ayzieu,32800,43.8583294171,-0.0256162050251,0
32029,barran,32350,43.6220194252,0.448452323881,0
32033,bazian,32320,43.6685826026,0.317017713446,0
32034,bazugues,32170,43.4509092165,0.34216662442,0
32039,beccas,32730,43.4328989193,0.15708543205,0
32043,belmont,32190,43.6885351272,0.247544246652,0
32047,berrac,32480,44.0109156469,0.549268735595,0
32052,bezolles,32310,43.8198696672,0.349413989939,0
32053,bezues bajon,32140,43.3875155466,0.60816838305,0
32067,cabas loumasses,32140,43.3566837284,0.61023663197,0
32068,cadeilhan,32380,43.8300563676,0.768446720469,0
32070,cahuzac sur adour,32400,43.6366732371,-0.0272638825571,0
32072,callian,32190,43.6320693939,0.264916820315,0
32078,castelnau d arbieu,32500,43.8845411475,0.690784048541,0
32079,castelnau d auzan labarrere,32250,43.9434923568,0.10186302495,0
32082,castera lectourois,32700,43.9893066009,0.611642801216,0
32088,castillon debats,32190,43.7311656777,0.219388894885,0
32102,cezan,32410,43.803230782,0.49733255319,0
32105,clermont saves,32600,43.6225633147,1.01355219293,0
32123,escorneboeuf,32200,43.6455146384,0.911624650166,0
32125,espas,32370,43.7784871018,0.0948196132159,0
32132,fleurance,32500,43.8402794076,0.64245586546,0
32135,fusterouau,32400,43.6858644599,0.00594059782735,0
32136,galiax,32160,43.6125458385,0.0140366364635,0
32141,gaujan,32420,43.4017018415,0.727114709215,0
32150,goutz,32500,43.8098232902,0.732682485482,0
32153,haulies,32550,43.5560180243,0.667262496662,0
32154,homps,32120,43.8124316076,0.850387022005,0
32162,jegun,32360,43.7570244971,0.444927159956,0
32163,ju belloc,32160,43.5761092184,0.0137806680297,0
32166,justian,32190,43.8146093181,0.30226086251,0
32173,labrihe,32120,43.7634344802,0.881329271621,0
32177,lagarde hachan,32300,43.408755039,0.500171499744,0
32184,lalanne,32500,43.8047483333,0.675777091695,0
32187,lamazere,32300,43.5614869327,0.452273282674,0
32194,larressingle,32100,43.9368488739,0.315969643669,0
32219,lupiac,32290,43.6880530746,0.187356485668,0
32224,maignaut tauzia,32310,43.888506896,0.399761933288,0
32230,mansencome,32310,43.8747066073,0.330922370603,0
32233,marciac,32230,43.521249291,0.156300856185,0
32243,mauleon d armagnac,32240,43.9063722257,-0.153746683388,0
32245,maumusson laguian,32400,43.608957239,-0.0917440819432,0
32247,maurens,32200,43.5849784687,0.916693670895,0
32254,miramont d astarac,32300,43.5464182509,0.466668332736,0
32258,mirepoix,32390,43.7442786824,0.670131677714,0
32262,monbrun,32600,43.6652583352,1.03071023904,0
32264,monclar,32150,43.9137796457,-0.100727155987,0
32265,monclar sur losse,32300,43.5233141934,0.341115496141,0
32266,moncorneil grazan,32260,43.4518395248,0.649860096402,0
32268,monferran saves,32490,43.6126690872,0.98080946812,0
32270,mongausy,32220,43.5015625507,0.811133329778,0
32277,montamat,32220,43.4874990259,0.855058932049,0
32285,montesquiou,32320,43.5780506568,0.33230525991,0
32287,monties,32420,43.3922616846,0.681459994602,0
32288,montiron,32200,43.5877135301,0.856761805705,0
32289,montpezat,32220,43.3888998554,0.977281314352,0
32290,montreal,32250,43.9513728334,0.199673132444,0
32294,mourede,32190,43.8007757314,0.288037071468,0
32296,nogaro,32110,43.7612028008,-0.0306381303587,0
32297,noilhan,32130,43.5317727969,0.936447899241,0
32301,ordan larroque,32350,43.6837953357,0.477177140595,0
32305,panjas,32110,43.8278400425,-0.0758955881718,0
32319,plaisance,32160,43.6007929078,0.0437492719772,0
32324,ponsan soubiran,32300,43.3504668886,0.47895342176,0
32329,prechac,32390,43.7937593553,0.571624025705,0
32332,preneron,32190,43.7274569495,0.269445355242,0
32334,pujaudran,32600,43.5897953804,1.17106411645,0
32335,puycasquier,32120,43.7472496042,0.74669365251,0
32339,razengues,32600,43.644588775,0.985675925252,0
32342,ricourt,32230,43.4886092256,0.178113627524,1
32345,la romieu,32480,43.9866068735,0.503612353282,0
32354,sabazan,32290,43.7096249561,0.0519402206437,0
32359,st antonin,32120,43.7201944543,0.822219263011,0
32360,st arailles,32350,43.6244874174,0.347280500051,0
32365,st blancard,32140,43.3503699473,0.656853892371,0
32366,st bres,32120,43.7829005093,0.769140998538,0
32389,st martin,32300,43.5079691513,0.374354787173,0
32391,st martin de goyne,32480,44.0032506931,0.574560917356,0
32393,st maur,32300,43.4855046217,0.346681853223,0
32396,st mezard,32700,44.0338368158,0.56893422575,0
32398,st mont,32400,43.644278367,-0.140293846717,0
32399,st orens,32120,43.712737333,0.915812441349,0
32404,st puy,32310,43.8684997872,0.45938385688,0
32405,ste radegonde,32500,43.8415690782,0.585585218157,0
32409,samaran,32140,43.3917650626,0.530680850308,0
32411,sansan,32260,43.5278730462,0.612788955007,0
32426,seissan,32260,43.4981861217,0.571544728531,0
32427,semboues,32230,43.4631952231,0.173358322537,0
32431,serempuy,32120,43.7615192489,0.821224548581,0
32438,tachoires,32260,43.4721937352,0.660115776589,0
32441,taybosc,32120,43.7860742927,0.741893706736,0
32443,termes d armagnac,32400,43.6736657601,-0.0144861541884,0
32450,tourdun,32230,43.5472486577,0.160157307387,0
32453,tourrenquets,32390,43.7491567368,0.701313757709,0
32457,urdens,32500,43.8627011865,0.712618673023,0
32459,valence sur baise,32310,43.8682182718,0.363460547299,0
32460,vergoignan,32720,43.7235746425,-0.188266221507,0
32465,villefranche,32420,43.4214250557,0.734034219047,0
33001,abzac,33230,45.0106457764,-0.130179806678,0
33006,anglade,33390,45.2115004641,-0.638219671471,0
33009,arcachon,33120,44.6529002838,-1.17429790933,0
33013,artigues pres bordeaux,33370,44.8603385038,-0.490377864769,0
33018,val de virvee,33240,45.0218017593,-0.404998298287,0
33026,balizac,33730,44.4864307909,-0.448728461334,0
33038,begadan,33340,45.3670708459,-0.8958001736,0
33039,begles,33130,44.8016009051,-0.547755768448,0
33046,bernos beaulac,33430,44.3630023376,-0.259455361877,0
33048,berthez,33124,44.4828924557,-0.128085813135,0
33051,biganos,33380,44.6611063153,-0.948829442283,0
33060,bommes,33210,44.5529791814,-0.344933084862,0
33063,bordeaux,33100,44.8572445351,-0.57369678116,0
33065,bouliac,33270,44.8160953539,-0.50487313207,0
33072,brannens,33124,44.5220010151,-0.152201164676,0
33074,brouqueyran,33124,44.4879887371,-0.177790358519,0
33075,bruges,33520,44.8889469436,-0.600427664273,0
33081,cadillac,33410,44.640655028,-0.305411766484,0
33086,camiac et st denis,33420,44.7961983028,-0.292259095735,0
33087,camiran,33190,44.6347802416,-0.0680146855411,0
33093,capian,33550,44.716585777,-0.327839975905,0
33118,cenac,33360,44.7826946723,-0.456684447802,0
33122,cestas,33610,44.7237410966,-0.726825410115,0
33127,civrac sur dordogne,33350,44.830355683,-0.0779777729752,0
33130,coimeres,33210,44.5004950775,-0.212633821506,0
33131,coirac,33540,44.6861124973,-0.172140647906,0
33135,courpiac,33760,44.7547642391,-0.185776017902,0
33140,creon,33670,44.770425384,-0.343606134456,0
33146,cussac fort medoc,33460,45.1199548347,-0.72618379335,0
33147,daignac,33420,44.7959422928,-0.235707900811,0
33150,dieulivol,33580,44.6779870781,0.103507198819,0
33162,eysines,33320,44.8797152377,-0.647899474657,0
33163,faleyras,33760,44.7638937093,-0.228692967915,0
33168,flaujagues,33350,44.8318741437,0.0243569080199,0
33169,floudes,33190,44.5700178825,-0.0629604195492,0
33189,gornac,33540,44.6632972482,-0.1839383774,0
33192,gradignan,33170,44.7709411201,-0.616137682116,0
33193,grayan et l hopital,33590,45.4351862635,-1.10881933696,0
33202,hostens,33125,44.4849173448,-0.656859781081,0
33204,hure,33190,44.537084406,-0.00499948026511,0
33207,izon,33450,44.922024323,-0.355652161244,0
33215,ladaux,33760,44.7032423261,-0.246749239195,0
33218,lagorce,33230,45.0781941491,-0.160779804845,0
33219,la lande de fronsac,33240,44.9839394849,-0.380437424573,0
33224,landerrouet sur segur,33540,44.6535808373,-0.0206044198936,0
33228,lansac,33710,45.064093095,-0.534857408079,0
33237,leogeats,33210,44.5068605106,-0.356393129904,0
33245,lignan de bordeaux,33360,44.7951113982,-0.429417377257,0
33251,louchats,33125,44.51328218,-0.57113615369,0
33254,loupiac de la reole,33190,44.5412367139,-0.0440895943133,0
33263,madirac,33670,44.7577269067,-0.397181377193,0
33268,margaux cantenac,33460,45.0468275892,-0.671911642441,0
33275,martres,33760,44.7073917593,-0.168195738605,0
33283,mesterrieux,33540,44.6440577159,-0.0111745984691,0
33285,mombrier,33710,45.0776862842,-0.546789839877,0
33289,monsegur,33580,44.6462089079,0.0892904208174,0
33290,montagne,33570,44.9320818849,-0.126958398554,0
33292,montignac,33760,44.7130267691,-0.217710701052,0
33298,moulon,33420,44.8575503157,-0.220590516596,0
33307,noaillan,33730,44.4800097936,-0.360121243141,0
33310,origne,33113,44.5038761051,-0.509904943904,0
33317,perissac,33240,45.0242960787,-0.316735068823,0
33318,pessac,33600,44.7915990521,-0.676303166277,0
33325,plassac,33390,45.097903949,-0.651002369546,0
33336,prechac,33730,44.3872999991,-0.36765609959,0
33337,preignac,33210,44.5701114534,-0.309617244092,0
33343,pujols sur ciron,33210,44.5707365487,-0.353176378763,0
33347,puynormand,33660,44.9814938189,-0.00176034544232,0
33348,queyrac,33340,45.3608901239,-1.00082649674,0
33352,la reole,33190,44.5860904495,-0.042370404021,0
33357,roaillan,33210,44.5054989017,-0.285142833143,0
33361,ruch,33350,44.773827226,-0.0332957025403,0
33364,saillans,33141,44.9570462832,-0.271169418164,0
33367,st andre du bois,33490,44.6072494865,-0.187082711636,0
33372,st antoine du queyret,33790,44.7623588466,0.00922484290059,0
33378,st avit st nazaire,33220,44.8478527826,0.274744250182,0
33387,st ciers d abzac,33910,45.0354269369,-0.288732170922,0
33395,st estephe,33180,45.2509775886,-0.781613837384,0
33399,st felix de foncaude,33540,44.6525452619,-0.104673473731,0
33400,st ferme,33580,44.6953149671,0.0615909665111,0
33409,st genis du bois,33760,44.6998143396,-0.183471650836,0
33416,st girons d aiguevives,33920,45.1466416615,-0.538156488225,0
33421,st jean de blaignac,33420,44.8093814613,-0.132286748685,0
33426,st laurent des combes,33330,44.8731298275,-0.138268824153,0
33427,st laurent du bois,33540,44.6406776819,-0.137803248191,0
33428,st laurent du plan,33190,44.6255670089,-0.117013007902,0
33436,st magne,33125,44.5545369985,-0.658226760679,0
33437,st magne de castillon,33350,44.8564111002,-0.0738465578343,0
33444,st martin de sescas,33490,44.5868737063,-0.165403223369,0
33448,st medard d eyrans,33650,44.7113116565,-0.509379859547,0
33450,st michel de castelnau,33840,44.289942196,-0.0867837653969,0
33452,st michel de rieufret,33720,44.6247110153,-0.441646554916,0
33453,st michel de lapujade,33190,44.587647568,0.0785219724491,0
33473,st savin,33920,45.1636697331,-0.441034693146,0
33475,st seurin de bourg,33710,45.0519405923,-0.58173269823,0
33479,st seve,33190,44.6068639564,-0.0241032514519,0
33500,samonac,33710,45.0708411612,-0.571604822734,0
33501,saucats,33650,44.6513032071,-0.631639793816,0
33502,saugon,33920,45.185092781,-0.501188471075,0
33503,saumos,33680,44.9121930542,-1.00529484975,0
33506,sauveterre de guyenne,33540,44.7005227855,-0.0766193491952,0
33509,savignac de l isle,33910,44.9865629262,-0.24028093176,0
33512,sigalens,33690,44.4549781979,-0.03281524291,0
33513,sillas,33690,44.3693679441,-0.0585641941826,0
33524,tarnes,33240,44.9760038738,-0.355091111216,0
33529,la teste de buch,33260,44.5561823053,-1.17530826791,0
33531,tizac de curton,33420,44.8247322767,-0.242853466608,0
33532,tizac de lapouyade,33620,45.0701772537,-0.314253428253,0
33537,uzeste,33730,44.4334139021,-0.324575198234,0
33539,vayres,33870,44.8910656059,-0.32583268578,0
33543,verdelais,33490,44.592150286,-0.248104423488,0
33546,vignonet,33330,44.8496333181,-0.149970090399,1
33547,villandraut,33730,44.4500209214,-0.380716602185,0
34003,agde,34300,43.309129116,3.48447903133,0
34006,aigne,34210,43.3255517298,2.79308395136,0
34009,alignan du vent,34290,43.4688122746,3.33925724714,0
34017,aumes,34530,43.4638784757,3.46993966613,0
34021,babeau bouldoux,34360,43.4382106135,2.89298078323,1
34024,balaruc le vieux,34540,43.4659799669,3.69713367505,1
34026,beaufort,34210,43.3040872042,2.76829342504,1
34029,belarga,34230,43.5541458971,3.50006172125,0
34030,berlou,34360,43.4985990248,2.94998951427,0
34034,boisset,34220,43.4017637442,2.69024605331,0
34043,buzignargues,34160,43.771599327,3.99491070508,0
34046,cambon et salvergues,34330,43.625504452,2.89047084983,0
34050,candillargues,34130,43.6184336518,4.06397943606,0
34052,capestang,34310,43.3217608814,3.04813542922,0
34054,cassagnoles,34210,43.3973278254,2.60178289175,0
34055,castanet le haut,34610,43.6738023402,2.95490649454,1
34057,castelnau le lez,34170,43.6380218809,3.91265416028,0
34058,castries,34160,43.6886913473,3.97909849679,0
34059,la caunette,34210,43.3674487312,2.78721523132,0
34060,causse de la selle,34380,43.793318405,3.62922803202,0
34062,caussiniojouls,34600,43.5484030335,3.15563201931,0
34065,cazedarnes,34460,43.4234094585,3.0282977991,0
34069,cazouls les beziers,34370,43.3976310061,3.09968408339,0
34074,cessenon sur orb,34460,43.454255953,3.04105685842,0
34082,combaillaux,34980,43.6724651023,3.77949432527,0
34084,corneilhan,34490,43.4019158731,3.19646909988,0
34092,cruzy,34310,43.3518501139,2.93451082669,0
34094,espondeilhan,34290,43.4372418767,3.25795790915,0
34113,gigean,34770,43.4940932526,3.72353998798,0
34124,lacoste,34800,43.6572095085,3.42316601881,0
34127,lansargues,34130,43.6364436854,4.08270443666,0
34129,lattes,34970,43.5638594056,3.90226222861,0
34132,lauroux,34700,43.7915234446,3.27831492551,0
34136,lezignan la cebe,34120,43.4922078632,3.43960981956,0
34143,loupian,34140,43.4494192218,3.62638267982,0
34145,lunel,34400,43.6820481757,4.13566472301,0
34151,marsillargues,34590,43.6268280772,4.14781957357,0
34152,mas de londres,34380,43.7875830947,3.77381385903,0
34158,minerve,34210,43.3629052396,2.72160547585,0
34162,montagnac,34530,43.4745284586,3.51074216978,0
34164,montaud,34160,43.7478625345,3.96019972895,0
34179,murviel les montpellier,34570,43.6095675101,3.73935842429,0
34186,octon,34800,43.6574397146,3.29580652136,0
34190,oupia,34210,43.2886870933,2.77613204437,0
34191,pailhes,34490,43.4371324494,3.18478770413,0
34192,palavas les flots,34250,43.533536456,3.92620839566,0
34203,pinet,34850,43.4090371213,3.51249503942,1
34206,poilhes,34310,43.3045807211,3.08955688711,0
34215,pouzols,34230,43.6204813753,3.50913792041,0
34216,le pradal,34600,43.6331733126,3.09603125078,0
34218,prades sur vernazobre,34360,43.4587254561,2.97637908047,0
34220,le puech,34700,43.6831429742,3.32501216649,0
34222,puilacher,34230,43.5667592874,3.50438177235,1
34225,puisserguier,34620,43.3772339365,3.04590546447,0
34229,riols,34220,43.5020076583,2.7978815483,0
